Title,Genre,Director,Actor,Synopsis,Img
런 보이 런,드라마,오원재,"장동윤, 서벽준","우리, 어디서부터 잘못된 걸까?

촉망받는 달리기 선수였던 ‘도원’은 불의의 사고로 부상을 당한 후
도망치듯 전학을 온 학교에서 어릴 적 함께 달리던 단짝 ‘진수’를 만난다.
재회의 반가움도 잠시, 순수했던 과거와 다른 모습의 ‘진수’와
함께 하던 ‘도원’은 예상치 못한 사건에 휩쓸리게 되는데…

점점 나락으로 빠지는 상황을 벗어나
같은 꿈을 꾸던 미래를 맞이할 수 있을까?",https://www.kobis.or.kr/common/mast/movie/2020/05/47251f49941b4b6c9e2bf27552ca27e9.jpg
장르만 로맨스,"드라마, 코미디",조은지,"류승룡, 오나라, 김희원, 이유영, 성유빈, 무진성","매일매일 버라이어티한 그 작가의 사생활 개봉박두!

쿨내진동 이혼부부
일촉즉발 비밀커플
주객전도 스승제자
알쏭달쏭 이웃사촌

평범하지 않은 로맨스로 얽힌
이들의 사생활이 밝혀진다!",https://www.kobis.or.kr/common/mast/movie/2021/10/2e351df7efef4a1b98b8fe725a4c8b71.jpg
극한직업,코미디,이병헌,"류승룡, 이하늬, 진선규, 이동휘, 공명","낮에는 치킨장사! 밤에는 잠복근무!
지금까지 이런 수사는 없었다!

불철주야 달리고 구르지만 실적은 바닥, 급기야 해체 위기를 맞는 마약반!
더 이상 물러설 곳이 없는 팀의 맏형 고반장은 국제 범죄조직의 국내 마약 밀반입 정황을 포착하고 장형사, 마형사, 영호, 재훈까지 4명의 팀원들과 함께 잠복 수사에 나선다.
마약반은 24시간 감시를 위해 범죄조직의 아지트 앞 치킨집을 인수해 위장 창업을 하게 되고, 뜻밖의 절대미각을 지닌 마형사의 숨은 재능으로 치킨집은 일약 맛집으로 입소문이 나기 시작한다.
수사는 뒷전, 치킨장사로 눈코 뜰 새 없이 바빠진 마약반에게 어느 날 절호의 기회가 찾아오는데…

범인을 잡을 것인가, 닭을 잡을 것인가!
2019년 새해, 출동!",https://www.kobis.or.kr/common/mast/movie/2019/01/dce9586f9f0748139af49fc0c445a2cd.jpg
강릉,"범죄, 액션",윤영빈,"유오성, 장혁, 박성근, 오대환","강릉 최대 조직의 ‘길석’
평화와 의리를 중요시하며 질서 있게 살아가던 그의 앞에
강릉 최대 리조트 소유권을 노린 남자 ‘민석’이 나타난다

첫 만남부터 서늘한 분위기가 감도는 둘,
‘민석’이 자신의 목표를 위해 본격적으로 움직이기 시작하면서
두 조직 사이에는 겉잡을 수 없는 전쟁이 시작되는데..

거친 운명 앞에 놓인 두 남자
11월, 그들의 이야기가 시작된다",https://www.kobis.or.kr/common/mast/movie/2021/11/7023a88531d04257ae9599721f30db92.jpg
서복,"드라마, 액션",이용주,"공유, 박보검, 조우진","인류 최초의 복제인간 ‘서복’
그와의 특별한 동행이 시작된다!

과거 트라우마를 안겨준 사건으로 인해 외부와 단절된 삶을 살아가고 있는 전직 요원 ‘기헌’은 정보국으로부터 거절할 수 없는 마지막 제안을 받는다.
줄기세포 복제와 유전자 조작을 통해 만들어진 실험체 ‘서복’을 안전하게 이동시키는 일을 맡게 된 것.
하지만 임무 수행과 동시에 예기치 못한 공격을 받게 되고, 가까스로 빠져나온 ‘기헌’과 ‘서복‘은 둘만의 특별한 동행을 시작하게 된다.
실험실 밖 세상을 처음 만나 모든 것이 신기하기만 한 ‘서복‘과 생애 마지막 임무를 서둘러 마무리 짓고 싶은 ‘기헌’은 가는 곳마다 사사건건 부딪친다.
한편, 인류의 구원이자 재앙이 될 수도 있는 ‘서복’을 차지하기 위해 나선 여러 집단의 추적은 점점 거세지고 이들은 결국 피할 수 없는 선택을 하게 되는데…

2021 제8회 한국영화제작가협회상 음향상 김창섭",https://www.kobis.or.kr/common/mast/movie/2021/03/54d1577387494a09a0f3cd10e3708ea7.jpg
몬스타엑스 : 더 드리밍,다큐멘터리,오윤동,"셔누, 민혁, 기현, 형원, 주헌, 아이엠","MONSTA X의 모든 것을 담아낸 단 하나의 MOVIE!
베스트 퍼포먼스부터 최신 발매 앨범의 미공개 신곡 무대까지!
베일에 싸여있던 그들의 이야기! 스크린X, 4DX 스크린으로 MONSTA X가 찾아온다!

강렬한 퍼포먼스와 파워풀하고 완성도 높은 무대로
전 세계의 수많은 팬들에게 아름다운 충격을 선사한 그룹 MONSTA X.
지난 6년 반 동안 묵묵히 걸어온 여정을 돌아보며
멤버들의 진솔한 속내가 담긴 개별 인터뷰부터 미국 진출 비하인드, 히트곡의 특별한 무대,
그리고 어디에도 공개된 적 없는 최신 앨범의 독점 무대까지
오직 몬베베만을 위해 한 편의 영화에 모두 담았다!

도전, 성장, 꿈, 그리고 더 뜨겁게 타오를 MONSTA X의 내일!
COMING SOON!",https://www.kobis.or.kr/common/mast/movie/2021/10/a5485b4864cb4cf08a8f5a29d7738802.jpg
화이트데이: 부서진 결계,공포(호러),송운,"강찬희, 박유나, 장솜이, 이혜란, 정교림, 장광","어둠이 깃든 땅을 학생들의 맑은 기운으로
봉인한 연두고등학교.

최근 원인을 알 수 없는 사건이 연속되는 가운데
오늘 희민이라는 아이가 전학 왔다.

본인의 운명이 뒤바뀔 것이라는 사실은 모른 채...

결게가 깨진 그날 밤, 마침내 그가 각성한다!",https://www.kobis.or.kr/common/mast/movie/2021/10/f21d021a211d44ebb544daa285744713.jpg
팬텀: 더 뮤지컬 라이브,"뮤지컬, 공연",박재석,"조규현, 임선혜, 윤영석, 신영숙, 에녹, 임기홍, 김주원, 윤전일","4개 시즌 55만 명 관객 돌파!
초대형 흥행 대작 뮤지컬 ‘팬텀’의 귀환!
<팬텀: 더 뮤지컬 라이브>

파리 오페라 하우스의 어둠만이 가득한 지하,
그곳에는 천재적인 재능을 지녔지만 흉측한 얼굴 탓에 숨어 지내는 오페라의 유령이 있다.
오페라 하우스를 지배하는 그는 ‘팬텀’이라고만 알려져 있을 뿐 그 누구도 그의 정체를 알지 못한다.

그는 우연히 천상의 목소리를 가진 크리스틴 다에의 목소리를 듣고 단번에 매료되고,
그녀를 오페라 극장의 새로운 디바로 만들기 위한 비밀스러운 레슨을 시작한다.

오페라의 유령의 도움으로 크리스틴의 실력은 나날이 향상되고 기다려왔던 데뷔 무대를 치르지만,
열등감과 질투에 사로잡힌 오페라 극장의 디바 카를로타의 사악한 음모에
크리스틴의 데뷔는 엉망이 되고 만다.

이에 분노한 오페라의 유령은 자신의 모든 것을 걸고,
크리스틴을 지키기로 다짐하게 되는데…

세상이 무너진 이 순간, 너의 음악이 되리라!",https://www.kobis.or.kr/common/mast/movie/2021/11/795c5306a6e0465da520d68787d8f369.jpg
귀문,"미스터리, 스릴러, 공포(호러)",심덕근,"김강우, 김소혜, 이정형, 홍진기","“1990년 집단 살인사건 이후 폐쇄된 귀사리 수련원
그곳에서 사람들이 사라진다!”

1990년, 귀사리의 한 수련원에서 건물 관리인이 투숙객들을 집단살해하는 사건이 발생한다.
이후 폐쇄된 수련원에는 이승과 저승, 과거와 현재가 공존하는 초공간이 생기고 희생자들은 지박령이 되어 그곳에 갇힌다.

1996년, 호러 공모전 영상을 촬영하기 위해 폐수련원에 들어갔던 대학생 3인방이 실종되고,
폐수련원의 원혼들을 달래며 씻김굿을 하던 도진모가 의문의 죽음을 당하게 된다.

2002년 현재, 심령연구소 소장 도진은 지박령을 천도시키고 어머니의 한을 풀기 위해 귀사리 폐수련원을 찾는다. 저승과 이승을 이어주는 ‘귀문’을 통해 1990년의 초공간으로 들어간 도진은 도리어 악귀에게 쫓기다가 1996년 실종된 대학생 3인방과 조우하게 되는데...

귀문 너머 초공간에 갇힌 1990년의 지박령들과 그곳으로 들어간 도진 그리고 1996년에 실종되어 시간이 반복되는 또 다른 초공간에 갇힌 대학생 3인방.
이들이 만들어내는 소름 끼치는 공포가 귀사리 폐수련원에서 펼쳐진다.

들어온 자, 나갈 수 없다!
감당할 수 있다면 ‘귀문’을 열어라!",https://www.kobis.or.kr/common/mast/movie/2021/08/d29b171a5d2c4ecfa2a5bb319efddf84.jpg
F20,스릴러,홍은미,"장영남, 김정영","나의 삶은 모든 것이 완벽했다

어디에 내놔도 자랑스러운 아들을 둔 엄마 ‘애란’은
군 생활을 떠났던 아들 ‘도훈’에게
조현병이 발병했다는 충격적인 소식을 듣게 된다.

완벽했던 자신의 일상을 빼앗길까 두려운 ‘애란’은
아들의 병을 숨긴 채 살아가기로 결심하고

그러나, 순조로울 것만 같았던 그녀의 삶에
유일한 비밀을 알고 있는 ‘경화’가 나타나자
‘애란’의 불안은 점점 광기로 변해가는데…

2021년, 가장 날카롭고 충격적인 영화가 온다!",https://www.kobis.or.kr/common/mast/movie/2021/08/c32aa806e0bd414392bbf2c09335dc34.jpg
타짜,드라마,최동훈,"조승우, 김혜수, 백윤식, 유해진, 이수경","낯선 자를 조심해라..! 가구공장에서 일하며 남루한 삶을 사는 고니는 대학보다 가난을 벗어나게 해줄 돈이 우선인 열혈 천방지축 청년! 어느 날 고니는, 가구공장 한 켠에서 박무석 일행이 벌이는 화투판에 끼게 된다. 스무장의 화투로 벌이는 ‘섯다’ 한 판! 하지만 고니는 그 판에서 삼년 동안 모아두었던 돈 전부를 날리고 만다. 그것이 전문도박꾼 타짜들이 짜고 친 판이었단 사실을 뒤늦게 안 고니는 박무석 일행을 찾아 나서고, 도박으로 시비가 붙은 한 창고에서 우연인 듯 필연처럼 전설의 타짜 평경장을 만난다. 그리고 잃었던 돈의 다섯 배를 따면 화투를 그만두겠단 약속을 하고, 그와 함께 본격적인 꽃싸움에 몸을 던지기 위한 동행길에 오른다. 영원한 친구도, 영원한 원수도 없다..! 드디어 타짜의 길로 들어선 고니! 평경장과 지방원정을 돌던 중 도박판의 꽃, 설계자 정마담을 소개 받고 둘은 서로에게서 범상치 않은 승부욕과 욕망의 기운을 느끼게 된다. 고니는 정마담이 미리 설계해 둔 판에서 큰 돈을 따게 되고, 결국 커져 가는 욕망을 이기지 못한 채 평경장과의 약속을 어기고 만다. 정마담과의 화려한 도박인생, 평경장과의 헤어짐을 택한 고니. 유유자적 기차에 오르는 평경장과 마지막 인사를 나눈 고니는 그 기차역에서 극악무도한 독종이자 죽음의 타짜란 아귀를 스치듯 만난다. 이후 고니는, 정마담의 술집에서 벌어진 한 화투판에서 요란스러운 입담으로 판을 흔드는 고광렬을 만나고, 경찰의 단속을 피하던 중 그와 함께 정마담을 떠나게 된다. 고광렬은 고니와는 달리 남들 버는 만큼만 따면 된다는 직장인 마인드의 인간미 넘치는 타짜! 둘은 환상의 호흡을 자랑하며 전국의 화투판을 휩쓴다. 너를 노린다, 목숨을 건 마지막 승부..! 함께 원정을 뛰며 나름의 도박인생을 꾸려가는 고니와 고광렬. 원정 중 우연히 들린 한 술집에서 고니는 술집주인 화란을 만나고 둘은 첫눈에 서로에게 끌리지만 한없이 떠도는 타짜의 인생에 사랑은 그리 쉬운 일이 아니다. 한편, 고니는 자신을 이 세계에 발 담그게 한 장본인 박무석과 그를 조종하는 인물 곽철용을 찾게 되고, 드디어 보기 좋게 한 판 복수에 성공한다. 하지만 곽철용의 수하는 복수가 낳은 복수를 위해 아귀에게 도움을 청하고, 아귀는 고니에게 애증을 가진 정마담을 미끼로 고니와 고광렬을 화투판으로 끌어들인다. 기차역에서 스쳤던 아귀를 기억해내며 그것이 ‘죽음의 한 판’이란 것을 느끼는 고니. 하지만 고니는 이를 거절하지 않는다. 고광렬의 만류도 뿌리친 채, 그리고 처음으로 평범한 삶을 꿈꾸게 한 여자 화란과의 사랑도 뒤로 한 채, 고니는 그렇게 죽음의 판이 펼쳐질 배에 스스로 오르는데…. 물러설 곳 없는 꽃들의 전쟁..! 각자의 원한과 욕망, 그리고 덧없는 희망, 이 모든 것이 뒤엉킨 한 판이 시작된다..! “겁날 것도, 억울할 것도 없다. 내가 아는 모든 사람이 그랬던 것처럼, 언젠가는 나도 다치거나 죽는다. 그게 타짜이니까…”",https://www.kobis.or.kr/common/mast/movie/2021/11/d0eacc25124744a2a2695162c80f1c91.jpg
색다른 그녀,"멜로/로맨스, 코미디",김진영,"한상혁, 장성윤, 최재환, 김찬미","오점 없는 완벽한 인생에
‘은밀한 비밀’이 생겨버렸다!?

여자친구 ‘지연’과 결혼을 앞둔 완벽남 ‘완준’

‘완준’은 사고뭉치 선배로부터 받은 부탁으로
‘지연’에게도 말 못 할 은밀한 비밀을 갖게 된다.

어느 날, ‘완준’은
자신을 짝사랑하는 직장동료 ‘예리’에게
이 사실을 들키게 되고,
그녀와 뜻밖의 계약을 맺게 되는데…

갑자기 꼬여버린 인생!
무사히 결혼에 골인할 수 있을까?!",https://www.kobis.or.kr/common/mast/movie/2021/09/489de7409ddc41249e6f9663686a97b5.jpg
싱크홀,코미디,김지훈,"차승원, 김성균, 이광수, 권소현, 김혜준","사.상.초.유! 도심 속 초대형 재난 발생!

서울 입성과 함께 내 집 마련의 꿈을 이룬 가장 ‘동원(김성균)’
이사 첫날부터 프로 참견러 ‘만수’(차승원)와 사사건건 부딪힌다.

‘동원’은 자가취득을 기념하며 직장 동료들을 집들이에 초대하지만
행복한 단꿈도 잠시, 순식간에 빌라 전체가 땅 속으로 떨어지고 만다.

마주치기만 하면 투닥거리는 빌라 주민 ‘만수’와 ‘동원’
‘동원’의 집들이에 왔던 ‘김대리’(이광수)와 인턴사원 ‘은주’(김혜준)까지!
지하 500m 싱크홀 속으로 떨어진 이들은 과연 무사히 빠져나갈 수 있을까?

“한 500m 정도는 떨어진 것 같아”
“우리… 나갈 수 있을까요?”",https://www.kobis.or.kr/common/mast/movie/2021/07/1244e3eee57149aa8542763d572a1253.jpg
블랙머니,"범죄, 드라마",정지영,"조진웅, 이하늬","고발은 의무! 수사는 직진!
할말은 하고 깔 건 깐다!

일명 서울지검 ‘막프로’! 검찰 내에서 거침없이 막 나가는 문제적 검사로
이름을 날리는 ‘양민혁’은 자신이 조사를 담당한 피의자가 자살하는 사건으로 인해
하루 아침에 벼랑 끝에 내몰린다. 억울한 누명을 벗기 위해 내막을 파헤치던 그는
피의자가 대한은행 헐값 매각사건의 중요 증인이었음을 알게 된다.

근거는 의문의 팩스 5장! 자산가치 70조 은행이 1조 7천억원에 넘어간
희대의 사건 앞에서 ‘양민혁’ 검사는 금융감독원, 대형 로펌, 해외펀드 회사가 뒤얽힌
거대한 금융 비리의 실체와 마주하게 되는데…

대한민국 최대의 금융스캔들, 사건은 아직 끝나지 않았다!",https://www.kobis.or.kr/common/mast/movie/2019/11/a0f2cf5089ce4cb78abaa0b6f3d2137e.jpg
검객,액션,최재훈,"장혁, 김현수, 조 타슬림","광해군 폐위 후, 스스로 자취를 감춘 조선 최고의 검객 ‘태율’(장혁).
한편, 조선을 사이에 둔 청과 명의 대립으로 혼란은 극에 달하고,
청나라 황족 ‘구루타이’(조 타슬림)는 무리한 요구를 해대며 조선을 핍박한다.

백성들의 고통이 날로 더해가던 중, ‘구루타이’의 수하들에 의해 태율의 딸이 공녀로 잡혀가고 만다. 세상을 등진 채 조용히 살고자 했던 조선 최고의 검객 ‘태율’은 딸을 구하기 위한 자비 없는 검을 휘두르기 시작하는데...",https://www.kobis.or.kr/common/mast/movie/2020/09/bf139c1656064834aa2b3b66ba9b17c2.jpg
인질,"액션, 스릴러",필감성,"황정민, 김재범, 이유미, 류경수, 정재원, 이규원, 이호정","배우 황정민 '인질'로 잡혔다!

평소와 똑같던 어느 새벽,
서울 한복판에서 증거도, 목격자도 없이 대한민국 톱배우 '황정민'이 납치된다.

한 치 앞을 알 수 없는 상황 속
살기 위한 극한의 탈주가 시작되는데…

올여름, 관객들을 사로잡을 리얼리티 액션스릴러가 온다!",https://www.kobis.or.kr/common/mast/movie/2021/09/1f540d6b6a144e2da59bf7e378bc5478.jpg
미스터 보스,"드라마, 액션",김형기,"공찬, 홍은기, 이승현, 최동구, 양정두, 안종욱, 오민준","<바람> 제작진이 선사하는
生날 청춘 코믹 액션!

무대책 ★★★★★
당당함 ★★★★★
필터링 ☆

광상고로 전학 오게 된 ‘현준’은
똘끼로 무장한 ‘진원’, ‘병연’,
그리고 짱 ‘영수’를 만나 4총사를 결성한다.

그리고 두려울 것 없는 4총사의 행보가 이어지자
심기가 불편한 이들이 하나둘 모습을 드러내는데…

맞서라! 대책 없고 무식한 청춘들의
오합지졸 토너먼트가 시작된다!",https://www.kobis.or.kr/common/mast/movie/2020/12/c435c8e83e1b4299ab3ed32714e4860d.jpg
용루각2: 신들의 밤,"액션, 미스터리, 스릴러",최상훈,"지일주, 정화, 장의수, 정의욱, 서지후, 이필모","“사람 하나 찾아야겠다… 벌써부터 악취가 슬슬 풍기는구만! “
과거 용루각 멤버였던 영찬(서지후)은 기자가 되어 현직 의원의 비리를 파헤치고 있다. 어느 날 영찬은 용루각의 브레인 승진(장의수)에게 사건과 연계된 메모리카드를 찾아와 달라고 부탁하고, 용루각에는 갑작스럽게 사라진 여고생 영은을 찾아 달라는 의뢰가 들어온다. 여고생의 실종사건을 조사하던 철민(지일주)과 지혜(박정화)는 영찬이 파헤치던 사건과 함께 신흥종교 ‘일월교’가 얽혀있음을 알게 되는데…!
사라진 6명의 소녀들.. 실체가 드러날 위기에 처한 용루각! 정의를 위한 한방이 또 다시 시작된다!",https://www.kobis.or.kr/common/mast/movie/2021/01/5f7c29025451473faabdf5783d8d1704.jpg
달콤한 인생,액션,김지운,"이병헌, 김영철, 신민아","돌이킬 수 없다면, 끝까지 폼나게 간다! | 말해봐요, 정말 날 죽이려고 했어요? | 의리 없는 전쟁이 시작된다
{어느 맑은 봄날, 바람에 이리저리 휘날리는 나뭇가지를 바라보며, 제자가 물었다. “스승님, 저것은 나뭇가지가 움직이는 겁니까, 바람이 움직이는 겁니까?” 스승은 제자가 가리키는 것은 보지도 않은 채, 웃으며 말했다. 무릇 움직이는 것은 나뭇가지도 아니고 바람도 아니며, 네 마음 뿐이다.}
서울 하늘 한 켠, 섬처럼 떠 있는 한 호텔의 스카이라운지. 그 곳은 냉철하고 명민한 완벽주의자 선우의 작은 성이다. '왜'라고 묻지 않는 과묵한 의리, 빈틈 없는 일 처리로 보스 강사장의 절대적 신뢰를 획득, 스카이라운지의 경영을 책임지기까지, 그는 꼬박 7년의 세월을 바쳤다.
룰을 어긴 자는 이유를 막론하고 처단하는 냉혹한 보스 강사장. 그런 그에게는 남들에게 말 못 할 비밀이 하나 있다. 젊은 애인 희수의 존재가 바로 그것. 그녀에게 딴 남자가 생긴 것 같다는 의혹을 가진 강사장은 선우에게 그녀를 감시, 사실이면 처리하라고 명령한다.
희수를 따라 다니기 시작한 지 3일째, 희수와 남자 친구가 함께 있는 현장을 급습하는 선우. 하지만, 마지막 순간, 그는 알 수 없는 망설임 끝에 그들을 놓아준다. 그것이 모두를 위한 최선의 선택이라 믿으며 말이다. 그러나 단 한 순간에 불과했던 이 선택으로 인해 선우는 어느 새 적이 되어 버린 조직 전체를 상대로, 돌이킬 수 없는 전쟁을 시작하게 되는데...
{어느 깊은 가을밤, 잠에서 깨어난 제자가 울고 있었다. 그 모습을 본 스승이 기이하게 여겨 제자에게 물었다. “무서운 꿈을 꾸었느냐?” “아닙니다.” “슬픈 꿈을 꾸었느냐?” “아닙니다. 달콤한 꿈을 꾸었습니다.” “그런데 왜 그리 슬피 우느냐?” 제자는 흐르는 눈물을 닦아내며 나지막히 말했다. “그 꿈은 이루어질 수 없기 때문입니다.”}",https://www.kobis.or.kr/upload/up_img/cleansing/x00/00/88/mov_20050017_38700.jpg
무사,"드라마, 액션",김성수,"장쯔이, 정우성, 주진모, 안성기, 한영목, 강대희","명나라에 사신으로 갔다 간첩으로 몰려 사막에 고립된 고려의 무사들. 뜨거운 사막을 지나 다다른 곳은 허름한 객잔. 그곳에서 원기병에게 납치당한 명나라의 공주 부용과 마주치게 된다. 부용만 구한다면 명나라에 명분도 세우고, 고려로 돌아갈 수도 있다. 사신단을 이끄는 용호군의 장수 최정은 독단적으로 부용을 구출할 것을 결정한다. 결국 부용은 구출하지만 고려무사들의 희생 또한 크다. 최정의 독단적인 행동과 힘든 여정에 고려무사들의 불만은 점점 쌓여만 간다. 게다가 이지헌부사가 고된 여정을 견디지 못하고 죽게 되자 악화된 이지헌의 호위무사 여솔과 최정의 갈등은 부용을 사이에 두고 더욱 깊어져만 간다. 고려로 가는 배를 주겠다는 부용의 제안으로 천신만고끝에 해안토성에 도착하지만 토성은 원기병의 공격으로 이미 폐허 상태이다. 부용을 뒤쫓는 원기병은 어느새 토성까지 이르렀다. 원기병은 부용을 내준다면 목숨만을 살려주겠다고 말한다. 이들은 이제 선택의 기로에 서 있다. 부용을 내줄 것인가, 목숨을 걸고 부용을 지킬 것인가. 과연 이들은 무사히 고려로 돌아갈 수 있을까?",https://www.kobis.or.kr/upload/up_img/cleansing/x00/00/07/mov_20010017_32129.jpg
디바,"스릴러, 미스터리",조슬예,"신민아, 이유영","두려움의 높이, 10미터 다이빙대의 끝에서
아름답게 낙하하다

전 세계가 주목하는 다이빙계의 디바 ‘이영’은
어느 날 동료이자 절친 ‘수진’과 함께 교통사고를 당한다.

사고 후 실종된 ‘수진’을 향한 ‘이영’의 애틋함과 달리
동료들은 ‘수진’에 대해 의문스러운 말들을 쏟아내고,
혼란스러운 와중에도 ‘이영’은 완벽한 실력을 되찾아야만 한다.

결국 최고를 지키고자 하는 강렬한 욕망과
오랜 시간 친구로 지내왔던 ‘수진’이 자기가 알던 모습이 아닐지도 모른다는 두려움은
‘이영’을 점점 광기로 몰아넣는데…

다이빙계의 디바
알 수 없는 깊이의 두려움 속으로 빠져들다",https://www.kobis.or.kr/common/mast/movie/2020/08/1ed9624b99dd4433819f3926449fa23b.jpg
보이스,"범죄, 액션",김선,"변요한, 김무열, 김희원, 박명훈","단 한 통의 전화!
걸려오는 순간 걸려들었다!

부산 건설현장 직원들을 상대로 걸려온 전화 한 통.
보이스피싱 전화로 인해 딸의 병원비부터 아파트 중도금까지,
당일 현장에서는 수많은 사람들이 목숨 같은 돈을 잃게 된다.

현장작업반장인 전직형사 서준(변요한)은 가족과 동료들의 돈 30억을 되찾기 위해
보이스피싱 조직을 추적하기 시작한다.

마침내 중국에 위치한 본거지 콜센터 잠입에 성공한 서준,
개인정보확보, 기획실 대본입고, 인출책 섭외, 환전소 작업, 대규모 콜센터까지!
체계적으로 조직화된 보이스피싱의 스케일에 놀라고,
그곳에서 피해자들의 희망과 공포를 파고드는 목소리의 주인공이자 기획실 총책 곽프로(김무열)를 드디어 마주한다.

그리고 그가 300억 규모의 새로운 총력전을 기획하는 것을 알게 되는데..

상상이상으로 치밀하게 조직화된 보이스피싱의 실체!
끝까지 쫓아 반드시 되찾는다!",https://www.kobis.or.kr/common/mast/movie/2021/08/698ecc182e614c01887debb0485a12a1.jpg
서양 골동 양과자점 앤티크,드라마,민규동,"주지훈, 김재욱, 유아인, 최지호",일본 인기 만화 ‘서양골동양과자점’(요시나가 후미 著)를 영화화하는 작품. 케이크숍 ‘앤티크’의 별나고 비밀스런 4남자 이야기.,https://www.kobis.or.kr/upload/up_img/cleansing/37/mov_20080637_16.jpg
내 생애 가장 아름다운 일주일,멜로/로맨스,민규동,"황정민, 엄정화, 김유정, 김윤석, 진태현, 임창정, 정경호, 최원석, 김수로, 이은희, 서영희, 우현, 주현","각기 다른 여섯 커플의 사랑을 일주일이라는 한정된 시간 안에서 '다중스토리 구조'라는 형식을 통해 보여주는 영화. 임창정은 '지하철에서 물건을 팔며 어렵게 생활하지만 밝고 긍정적인 캐릭터'인 창후 역으로, 엄정화는 깐깐하고 도도한 정신과 의사로 분해 단순무식 과격하지만 여자에겐 쑥맥인 노총각 형사와 팽팽하고 아슬아슬한 사랑 줄다리기를, 주현은 '20년째 단관 극장을 운영하며 지내는 고집불통 구두쇠' 곽회장 역할을, 김수로는 어린 꼬마 연인과의 매우 색다른 사랑을 선보인다.",https://www.kobis.or.kr/upload/up_img/cleansing/x00/00/32/mov_20050232_34191.jpg
연애소설,드라마,이한,"차태현, 최정우, 최성, 김성수, 손예진, 이은주","차태현의 슬픈 사랑 이야기
″바로 이게 사.랑.이.었.어.!″

어느 날, 지환(차태현 분)의 카메라 속으로 불쑥 수인(손예진 분)과 경희(이은주 분)가 들어온다. 닮은 듯 다른 두 사람, 수인과 경희는 둘도 없는 친구 사이. 수인에게 첫 눈에 반한 지환은 용기를 내서 마음을 고백하지만 아주 정중하게 거절당한다. 하지만 지환은 그녀들과의 인연을 놓칠 수 없어 친구가 되자고 제안한다. 그 사건을 계기로 그들 셋은 스무 살 나이보다 풋풋하고 아름다운 친구사이가 된다.

더없이 좋은 친구 사이로 그들 생애 최고의 날들을 보내는 지환, 경희, 수인. 그런데 어느 날부터인가 우정이 있어야할 자리에 낯선 감정들이 새록새록 피어오른다. 그들 사이에 미묘한 감정이 끼어 들면서, 세 사람은 각자 사랑과 우정 사이에서 혼란스러워한다. 혼란스러운 감정은 그들 스스로도 알아차리지 못하는 거리를 만들어버리고, 급기야 경희와 수인은 지환이 그냥 불편해졌다는 말만 남기고 사라져 버린다.

연락처도 주소도, 아무런 흔적도 남기지 않고 떠나버린 수인과 경희. 지환은 두 사람이 떠나버렸다는 사실을 쉽사리 받아들이지 못하고 힘들어한다. 그로부터 5년 후, 두 사람을 애써 잊었다고 생각하는 지환에게 발신인을 알 수 없는 사진이 배달된다. 발신인은 없지만 지환은 그 사진에서 경희와 수인을 느낀다. 오랜 설렘으로 그녀들을 찾아 나서는 지환. 여기서부터 세 사람의 찬란한 우정과 엇갈린 사랑의 이야기는 다시 시작되는데.",https://www.kobis.or.kr/upload/up_img/cleansing/x00/00/64/mov_20020238_36614.jpg
아가씨,"스릴러, 드라마",박찬욱,"김민희, 김태리, 하정우, 조진웅","어릴 적 부모를 잃고 후견인 이모부(조진웅)의 엄격한 보호 아래 살아가는 귀족 아가씨(김민희). 그녀에게 백작이 추천한 새로운 하녀가 찾아온다.
매일 이모부의 서재에서 책을 읽는 것이 일상의 전부인 외로운 아가씨는 순박해 보이는 하녀에게 조금씩 의지하기 시작한다. 하지만 하녀의 정체는 유명한 여도둑의 딸로, 장물아비 손에서 자란 소매치기 고아 소녀 숙희(김태리).
막대한 재산을 상속받게 될 아가씨를 유혹하여 돈을 가로채겠다는 사기꾼 백작(하정우)의 제안을 받고 아가씨가 백작을 사랑하게 만들기 위해 하녀가 된 것.
드디어 백작이 등장하고, 백작과 숙희는 자신만의 방식으로 아가씨의 마음을 흔들기 시작하는데…
돈과 마음을 뺏기 위해 서로 속고 속이는 매혹적인 그들의 이야기가 시작된다!",https://www.kobis.or.kr/common/mast/movie/2016/05/6b01536e3e664ed592740a151ce262c8.jpg
비밀은 없다,스릴러,이경미,"손예진, 김주혁","국회입성을 노리는 신예 정치인 ‘종찬’(김주혁)과 그의 아내 ‘연홍’(손예진) 선거를 보름 앞둔 어느 날, 그들의 딸이 실종된다.
갑작스럽게 사라진 딸의 행방을 찾기 위해 애를 쓰던 ‘연홍’은 딸의 실종에도 불구하고 선거에만 집중하는 ‘종찬’과 사건을 제대로 조사하지 않는 사람들에게 분노하고 누구도 믿을 수 없는 상황 속, 홀로 딸의 흔적을 쫓기 시작한다.
하지만 딸이 남긴 단서들을 집요하게 추적하던 ‘연홍’은 점차 드러나는 충격적 진실과 맞닥뜨리게 되는데..
유력한 후보, 사라진 딸, 15일간의 미스터리 선거 D-15, 딸이 사라졌다!",https://www.kobis.or.kr/common/mast/movie/2016/05/009ee9b3be6f4e579754c1a0f2adee4d.jpg
